Duration,sex,age,race,race_8_TEXT,pid1,ideo,pol_interest,pres_approval,state,educ,affective_Dem,affective_Rep,china_frenemy,china_threat,china_opp,tool_diplomacy,tool_sanction,tool_assist_c,tool_covertAction,tool_milthreat,tool_milforce,gender,age,hhi,ethnicity,hispanic,education,political_party,region
278,Female,39,Black or African American,,Independent / Other,"Moderate, middle of the road",Not interested at all,Disapprove Strongly,Maryland,2-year college degree,15,31,Unfriendly,Neither Agree nor Disagree,Neither Agree nor Disagree,Very Unacceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,2,39,4,2,1,4,7,3
168,Female,20,Hispanic or Latino,,Independent / Other,Liberal,Not interested at all,Neither Approve nor Disapprove,Texas,High school graduate,0,0,Friendly,Neither Agree nor Disagree,Neither Agree nor Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,2,21,1,1,9,2,7,3
170,Female,15,Hispanic or Latino,,Democrat,Liberal,Very interested,Approve Somewhat,California,High school graduate,80,23,Friendly,Disagree Slightly,Agree Slightly,Neutral,Neutral,Neutral,Neutral,Neutral,Very Unacceptable,2,20,3,1,1,2,6,4
262,Female,23,Hispanic or Latino,,Democrat,Slightly liberal,Extremely interested,Disapprove Somewhat,Kentucky,High school graduate,75,27,Enemy,Agree Slightly,Neither Agree nor Disagree,Very Acceptable,Neutral,Neutral,Somewhat Acceptable,Somewhat Acceptable,Neutral,1,24,1,1,2,6,1,3
364,Male,43,White,,Democrat,Liberal,Very interested,Approve Somewhat,New York,"Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)",65,39,Friendly,Agree Slightly,Agree Somewhat,Somewhat Acceptable,Very Acceptable,Somewhat Unacceptable,Neutral,Neutral,Very Acceptable,1,44,19,1,1,7,1,1
298,Female,41,Black or African American,,Democrat,Extremely liberal,Extremely interested,Disapprove Strongly,Illinois,High school graduate,100,5,Ally,Agree Slightly,Agree Slightly,Very Unacceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,2,41,7,2,1,2,1,2
208,Female,20,White,,Republican,Extremely liberal,Extremely interested,Approve Strongly,Arkansas,2-year college degree,73,75,Friendly,Agree Strongly,Agree Somewhat,Very Acceptable,Very Acceptable,Somewhat Acceptable,Neutral,Somewhat Acceptable,Neutral,2,20,4,1,1,2,5,3
614,Female,57,White,,Independent / Other,Slightly conservative,Extremely interested,Approve Strongly,New York,High school graduate,0,50,Unfriendly,Agree Strongly,Disagree Somewhat,Very Acceptable,Very Acceptable,Very Unacceptable,Very Unacceptable,Somewhat Acceptable,Neutral,2,57,5,1,1,2,4,1
202,Male,21,White,,Democrat,Extremely liberal,Extremely interested,Disapprove Strongly,North Carolina,High school graduate,94,29,Ally,Disagree Slightly,Disagree Strongly,Somewhat Acceptable,Somewhat Acceptable,Somewhat Acceptable,Very Acceptable,Very Acceptable,Somewhat Acceptable,1,21,1,1,1,2,1,3
373,Female,40,Black or African American,,Democrat,Liberal,Not interested at all,Disapprove Strongly,Pennsylvania,High school graduate,95,0,Enemy,Agree Strongly,Disagree Strongly,Very Acceptable,Somewhat Acceptable,Neutral,Somewhat Acceptable,Somewhat Acceptable,Somewhat Unacceptable,2,40,5,2,1,2,1,1
204,Male,28,White,,Republican,Conservative,Extremely interested,Approve Somewhat,Colorado,"Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)",24,87,Unfriendly,Agree Somewhat,Disagree Somewhat,Somewhat Acceptable,Somewhat Acceptable,Very Acceptable,Somewhat Acceptable,Somewhat Acceptable,Neutral,1,29,13,1,1,7,10,4
144,Male,25,Black or African American,,Republican,Liberal,Extremely interested,Approve Strongly,Ohio,High school graduate,60,61,Ally,Agree Somewhat,Agree Strongly,Very Acceptable,Very Acceptable,Very Acceptable,Very Acceptable,Very Acceptable,Very Acceptable,1,27,1,2,1,2,1,2
231,Male,42,Asian or Asian American,,Republican,Slightly conservative,Slightly interested,Disapprove Strongly,California,4-year college degree,72,72,Friendly,Agree Slightly,Agree Slightly,Somewhat Acceptable,Somewhat Acceptable,Somewhat Acceptable,Somewhat Acceptable,Somewhat Acceptable,Somewhat Acceptable,1,42,14,4,1,6,9,4
353,Male,46,White,,Independent / Other,Liberal,Extremely interested,Disapprove Strongly,Oregon,4-year college degree,80,10,Unfriendly,Agree Somewhat,Agree Somewhat,Very Acceptable,Somewhat Acceptable,Very Unacceptable,Very Unacceptable,Neutral,Very Unacceptable,1,46,21,1,1,6,3,4
232,Male,31,Black or African American,,Democrat,"Moderate, middle of the road",Moderately interested,Disapprove Strongly,South Carolina,High school graduate,75,24,Enemy,Agree Strongly,Agree Strongly,Somewhat Acceptable,Somewhat Unacceptable,Neutral,Neutral,Somewhat Acceptable,Somewhat Acceptable,1,31,13,2,2,2,1,3
383,Female,67,White,,Democrat,"Moderate, middle of the road",Moderately interested,Disapprove Strongly,Indiana,4-year college degree,82,15,Friendly,Disagree Strongly,Agree Somewhat,Somewhat Acceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,2,67,16,1,1,6,2,2
266,Female,18,White,,Republican,Liberal,Not interested at all,Approve Somewhat,Florida,Did not graduate from high school,60,86,Unfriendly,Agree Slightly,Disagree Somewhat,Somewhat Acceptable,Neutral,Somewhat Unacceptable,Somewhat Acceptable,Somewhat Acceptable,Somewhat Acceptable,2,18,7,1,1,2,9,3
456,Male,60,White,,Republican,Slightly conservative,Very interested,Approve Somewhat,Indiana,"Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)",40,58,Unfriendly,Agree Somewhat,Agree Slightly,Very Acceptable,Very Acceptable,Somewhat Unacceptable,Very Unacceptable,Somewhat Unacceptable,Very Unacceptable,1,60,20,1,1,7,9,2
475,Female,21,Black or African American,,Democrat,"Moderate, middle of the road",Slightly interested,Disapprove Strongly,New York,4-year college degree,90,15,Ally,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Acceptable,Somewhat Unacceptable,Neutral,Neutral,Somewhat Unacceptable,Somewhat Unacceptable,2,21,1,2,1,6,2,1
344,Female,22,White,,Democrat,"Moderate, middle of the road",Slightly interested,Disapprove Somewhat,Ohio,2-year college degree,81,27,Enemy,Agree Strongly,Disagree Strongly,Somewhat Acceptable,Neutral,Neutral,Neutral,Neutral,Somewhat Acceptable,2,23,4,4,1,4,2,2
320,Female,37,Asian or Asian American,,Republican,Extremely liberal,Extremely interested,Approve Strongly,Illinois,High school graduate,50,100,Enemy,Neither Agree nor Disagree,Neither Agree nor Disagree,Very Unacceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,2,37,6,4,1,2,10,2
240,Female,19,White,,Democrat,Extremely liberal,Extremely interested,Approve Strongly,Texas,High school graduate,90,24,Enemy,Disagree Strongly,Disagree Somewhat,Neutral,Very Unacceptable,Neutral,Very Unacceptable,Very Unacceptable,Very Unacceptable,2,19,1,15,2,1,1,3
637,Female,35,Hispanic or Latino,,Independent / Other,Liberal,Moderately interested,Approve Somewhat,New York,4-year college degree,50,50,Unfriendly,Agree Somewhat,Agree Slightly,Very Acceptable,Somewhat Unacceptable,Neutral,Neutral,Neutral,Very Unacceptable,2,35,9,15,2,6,3,1
360,Female,58,White,,Republican,Conservative,Extremely interested,Approve Strongly,Ohio,"Some college, but no degree (yet)",10,95,Unfriendly,Agree Somewhat,Neither Agree nor Disagree,Neutral,Somewhat Acceptable,Neutral,Somewhat Acceptable,Somewhat Unacceptable,Neutral,2,58,23,1,1,4,10,2
589,Female,72,White,,Democrat,"Moderate, middle of the road",Moderately interested,Disapprove Strongly,Michigan,4-year college degree,55,47,Unfriendly,Agree Slightly,Neither Agree nor Disagree,Neutral,Neutral,Somewhat Acceptable,Somewhat Acceptable,Somewhat Unacceptable,Neutral,2,72,14,1,1,6,2,2
304,Female,31,White,,Democrat,Extremely liberal,Extremely interested,Disapprove Strongly,Kentucky,"Some college, but no degree (yet)",88,20,Unfriendly,Agree Somewhat,Agree Slightly,Somewhat Acceptable,Neutral,Very Unacceptable,Very Unacceptable,Somewhat Unacceptable,Somewhat Unacceptable,2,31,7,1,1,2,1,3
434,Female,32,White,,Republican,Liberal,Moderately interested,Approve Somewhat,Pennsylvania,High school graduate,39,77,Friendly,Neither Agree nor Disagree,Agree Slightly,Neutral,Very Unacceptable,Somewhat Unacceptable,Somewhat Unacceptable,Neutral,Neutral,2,33,2,1,1,2,5,1
316,Female,36,White,,Republican,Slightly liberal,Very interested,Approve Somewhat,California,"Some college, but no degree (yet)",0,84,Unfriendly,Agree Slightly,Agree Slightly,Somewhat Acceptable,Somewhat Acceptable,Very Unacceptable,Very Unacceptable,Somewhat Unacceptable,Somewhat Unacceptable,2,36,12,1,1,4,10,4
170,Female,35,White,,Democrat,Liberal,Very interested,Approve Somewhat,Florida,2-year college degree,36,74,Friendly,Disagree Somewhat,Neither Agree nor Disagree,Somewhat Unacceptable,Somewhat Unacceptable,Very Unacceptable,Neutral,Somewhat Unacceptable,Very Unacceptable,2,35,9,16,2,6,3,3
580,Female,34,White,,Democrat,"Moderate, middle of the road",Moderately interested,Approve Somewhat,Nevada,High school graduate,40,70,Unfriendly,Agree Slightly,Neither Agree nor Disagree,Very Acceptable,Somewhat Acceptable,Neutral,Somewhat Unacceptable,Somewhat Unacceptable,Neutral,2,34,9,1,1,2,2,4
270,Male,34,White,,Independent / Other,"Moderate, middle of the road",Slightly interested,Neither Approve nor Disapprove,Kentucky,High school graduate,51,48,Unfriendly,Neither Agree nor Disagree,Agree Slightly,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,1,35,3,1,1,2,7,3
661,Female,68,White,,Republican,Extremely conservative,Extremely interested,Approve Strongly,Massachusetts,"Some college, but no degree (yet)",0,66,Enemy,Agree Strongly,Neither Agree nor Disagree,Very Acceptable,Somewhat Acceptable,Somewhat Unacceptable,Somewhat Unacceptable,Neutral,Neutral,2,68,5,1,1,4,10,1
240,Female,44,White,,Independent / Other,"Moderate, middle of the road",Not interested at all,Neither Approve nor Disapprove,Missouri,High school graduate,50,50,Friendly,Neither Agree nor Disagree,Neither Agree nor Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,2,44,1,1,1,2,4,2
224,Male,25,Black or African American,,Democrat,Liberal,Very interested,Approve Somewhat,Florida,"Some college, but no degree (yet)",26,76,Friendly,Agree Slightly,Agree Slightly,Somewhat Acceptable,Somewhat Unacceptable,Somewhat Acceptable,Somewhat Acceptable,Somewhat Acceptable,Somewhat Unacceptable,2,45,10,2,1,6,1,3
249,Female,43,White,,Republican,"Moderate, middle of the road",Moderately interested,Approve Somewhat,Tennessee,2-year college degree,50,50,Friendly,Disagree Strongly,Agree Somewhat,Somewhat Acceptable,Neutral,Somewhat Unacceptable,Neutral,Somewhat Unacceptable,Neutral,2,43,3,1,1,4,9,3
290,Male,35,Hispanic or Latino,,Republican,Extremely conservative,Extremely interested,Approve Strongly,California,Did not graduate from high school,0,85,Unfriendly,Agree Somewhat,Disagree Somewhat,Somewhat Acceptable,Very Acceptable,Somewhat Acceptable,Very Acceptable,Somewhat Acceptable,Somewhat Acceptable,1,35,9,15,2,2,10,4
307,Female,30,White,,Independent / Other,Extremely liberal,Very interested,Disapprove Strongly,Indiana,"Some college, but no degree (yet)",37,16,Friendly,Disagree Somewhat,Agree Somewhat,Very Acceptable,Somewhat Unacceptable,Very Acceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,2,30,3,1,1,6,3,2
321,Female,33,Hispanic or Latino,,Independent / Other,"Moderate, middle of the road",Moderately interested,Neither Approve nor Disapprove,Pennsylvania,"Some college, but no degree (yet)",1,1,Unfriendly,Agree Slightly,Agree Slightly,Very Acceptable,Somewhat Unacceptable,Neutral,Very Unacceptable,Very Unacceptable,Very Unacceptable,2,33,3,15,2,6,3,1
253,Female,34,Asian or Asian American,,Independent / Other,Conservative,Slightly interested,Neither Approve nor Disapprove,Utah,Did not graduate from high school,0,0,Unfriendly,Neither Agree nor Disagree,Neither Agree nor Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,2,34,4,4,1,2,7,4
776,Female,55,White,,Republican,Extremely conservative,Extremely interested,Approve Strongly,Tennessee,High school graduate,17,100,Enemy,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Unacceptable,Somewhat Unacceptable,Neutral,Somewhat Unacceptable,Somewhat Unacceptable,Somewhat Unacceptable,2,65,5,1,1,2,10,3
356,Female,56,White,,Independent / Other,"Moderate, middle of the road",Slightly interested,Disapprove Strongly,Florida,2-year college degree,68,13,Enemy,Agree Strongly,Neither Agree nor Disagree,Somewhat Acceptable,Neutral,Very Unacceptable,Somewhat Unacceptable,Somewhat Unacceptable,Neutral,2,56,6,1,1,4,4,3
244,Female,49,White,,Democrat,Conservative,Slightly interested,Approve Somewhat,Louisiana,High school graduate,85,62,Friendly,Neither Agree nor Disagree,Neither Agree nor Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,2,49,8,1,1,2,2,3
430,Female,36,Asian or Asian American,,Democrat,"Moderate, middle of the road",Slightly interested,Neither Approve nor Disapprove,Georgia,"Some college, but no degree (yet)",73,42,Friendly,Agree Slightly,Agree Somewhat,Neutral,Very Unacceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,2,36,19,4,1,6,3,3
176,Female,29,Asian or Asian American,,Republican,Conservative,Extremely interested,Approve Strongly,Florida,"Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)",27,86,Enemy,Agree Slightly,Disagree Slightly,Somewhat Acceptable,Somewhat Acceptable,Neutral,Very Acceptable,Very Acceptable,Very Acceptable,2,29,19,6,1,8,10,3
292,Male,29,White,,Democrat,Liberal,Very interested,Approve Somewhat,California,2-year college degree,100,90,Friendly,Disagree Strongly,Agree Strongly,Very Acceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,1,28,9,15,1,6,1,4
368,Female,22,White,,Republican,Conservative,Moderately interested,Approve Somewhat,California,"Some college, but no degree (yet)",23,89,Friendly,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Acceptable,Neutral,Neutral,Neutral,Neutral,Neutral,2,22,13,1,1,4,9,4
327,Male,55,White,,Independent / Other,Liberal,Very interested,Disapprove Strongly,Ohio,High school graduate,91,4,Unfriendly,Neither Agree nor Disagree,Agree Slightly,Somewhat Acceptable,Neutral,Neutral,Neutral,Somewhat Unacceptable,Somewhat Unacceptable,1,55,1,1,1,2,3,2
905,Female,66,White,,Democrat,Slightly liberal,Very interested,Disapprove Strongly,Texas,"Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)",74,1,Unfriendly,Agree Somewhat,Agree Slightly,Somewhat Acceptable,Somewhat Unacceptable,Very Unacceptable,Somewhat Unacceptable,Somewhat Unacceptable,Somewhat Unacceptable,2,66,1,1,1,7,2,3
502,Female,44,Hispanic or Latino,,Independent / Other,"Moderate, middle of the road",Extremely interested,Neither Approve nor Disapprove,New Jersey,4-year college degree,53,52,Unfriendly,Agree Strongly,Neither Agree nor Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,2,44,13,15,2,6,4,1
378,Male,35,Black or African American,,Democrat,Extremely conservative,Extremely interested,Disapprove Strongly,Louisiana,4-year college degree,100,1,Friendly,Disagree Somewhat,Agree Somewhat,Somewhat Acceptable,Neutral,Somewhat Acceptable,Very Unacceptable,Somewhat Unacceptable,Very Unacceptable,2,35,20,2,1,6,1,3
322,Male,27,White,,Independent / Other,Extremely liberal,Not interested at all,Disapprove Strongly,Delaware,High school graduate,98,2,Ally,Disagree Strongly,Agree Strongly,Very Acceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,1,27,1,1,1,2,3,1
146,Female,21,Hispanic or Latino,,Democrat,Extremely liberal,Extremely interested,Disapprove Strongly,New York,4-year college degree,65,35,Unfriendly,Neither Agree nor Disagree,Neither Agree nor Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,2,21,13,15,2,6,1,1
386,Female,43,Asian or Asian American,,Republican,"Moderate, middle of the road",Moderately interested,Approve Somewhat,Ohio,"Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)",41,82,Friendly,Agree Slightly,Neither Agree nor Disagree,Somewhat Acceptable,Somewhat Unacceptable,Neutral,Somewhat Unacceptable,Very Unacceptable,Very Unacceptable,2,43,16,4,1,7,10,2
197,Female,32,White,,Republican,Extremely liberal,Extremely interested,Approve Strongly,Texas,High school graduate,75,98,Ally,Disagree Strongly,Disagree Strongly,Very Acceptable,Very Unacceptable,Very Acceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,2,32,6,1,2,4,9,3
260,Male,25,White,,Independent / Other,"Moderate, middle of the road",Very interested,Neither Approve nor Disapprove,Florida,High school graduate,50,50,Ally,Neither Agree nor Disagree,Agree Slightly,Very Acceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,1,25,4,1,1,2,7,3
401,Female,37,Black or African American,,Democrat,Conservative,Moderately interested,Approve Somewhat,Louisiana,Did not graduate from high school,70,30,Friendly,Disagree Slightly,Agree Slightly,Somewhat Acceptable,Somewhat Unacceptable,Somewhat Acceptable,Neutral,Very Unacceptable,Somewhat Unacceptable,2,38,2,2,1,2,3,3
284,Female,26,Black or African American,,Democrat,Liberal,Extremely interested,Disapprove Strongly,Michigan,"Some college, but no degree (yet)",100,34,Unfriendly,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Unacceptable,Neutral,Neutral,Neutral,Neutral,Neutral,2,26,1,2,1,6,2,2
400,Male,55,White,,Independent / Other,"Moderate, middle of the road",Slightly interested,Disapprove Somewhat,California,4-year college degree,7,8,Unfriendly,Agree Slightly,Neither Agree nor Disagree,Somewhat Acceptable,Neutral,Neutral,Neutral,Somewhat Unacceptable,Somewhat Unacceptable,1,55,19,1,1,6,4,4
235,Female,21,Black or African American,,Democrat,"Moderate, middle of the road",Not interested at all,Disapprove Strongly,Ohio,"Some college, but no degree (yet)",29,76,Ally,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Unacceptable,Somewhat Unacceptable,Somewhat Unacceptable,Neutral,Neutral,Neutral,2,21,1,2,1,4,2,2
169,Male,19,White,,Republican,Liberal,Extremely interested,Approve Strongly,Ohio,High school graduate,58,58,Friendly,Disagree Slightly,Neither Agree nor Disagree,Somewhat Acceptable,Somewhat Unacceptable,Somewhat Unacceptable,Somewhat Unacceptable,Very Unacceptable,Very Unacceptable,1,18,2,1,1,2,1,2
649,Female,68,White,,Democrat,Extremely liberal,Moderately interested,Disapprove Strongly,Ohio,High school graduate,100,0,Friendly,Neither Agree nor Disagree,Neither Agree nor Disagree,Very Acceptable,Neutral,Very Unacceptable,Neutral,Very Unacceptable,Very Unacceptable,2,68,1,1,1,2,1,2
